105542,39145
105567,39162
105550,39162
105533,39143
105498,39122
105511,39134
105477,39123
105466,39125
105461,39130
105441,39119
105444,39132
105487,39148
105440,39128
105409,39113
105347,39084
105324,39066
105257,39057
105238,39050
105255,39048
105282,39067
105222,39051
105148,39023
105187,39035
105206,39041
105163,39029
105123,39024
105126,39025
105133,39040
105159,39048
105157,39054
105120,39038
105097,39017
105086,39005
105088,39008
105092,39004
105108,39009
105102,39004
105059,38989
105070,38990
105075,38992
105089,39007
105109,38995
105141,39016
105223,39054
105287,39064
105306,39083
105206,39062
105127,39012
105035,38980
105060,38975
104993,38961
105016,38971
105092,38992
105092,38990
105018,38973
104972,38964
104932,38943
104930,38944
104975,38956
105021,38988
105058,39001
105043,38999
105121,39021
105071,39008
105038,38983
104949,38943
104920,38929
104934,38929
104885,38913
104879,38913
104916,38931
104913,38930
104902,38921
104904,38924
104891,38926
104896,38916
104905,38927
104891,38928
104847,38914
104874,38920
104881,38914
104804,38899
104805,38890
104792,38878
104739,38865
104685,38848
104720,38854
104724,38839
104734,38858
104771,38854
104792,38864
104739,38864
104703,38837
104709,38841
104684,38842
104699,38825
104699,38830
104705,38836
104684,38819
104607,38790
104572,38781
104588,38783
104559,38778
104538,38783
104516,38761
104495,38757
104465,38750
104479,38756
104512,38764
104536,38769
104511,38767
104512,38778
104550,38782
104539,38767
104495,38756
104457,38730
104437,38721
104470,38731
104546,38753
104549,38760
104503,38749
104463,38737
104479,38726
104494,38746
104524,38741
104525,38732
104503,38742
104525,38741
104523,38758
104488,38746
104466,38725
104427,38708
104423,38703
104390,38686
104373,38685
104402,38709
104423,38708
104396,38706
104394,38699
104392,38698
104374,38698
104405,38703
104422,38715
104411,38722
104401,38726
104372,38710
104378,38720
104363,38709
104281,38691
104266,38671
104267,38668
104239,38662
104258,38666
104240,38673
104225,38675
104205,38656
104224,38671
104224,38674
104212,38672
104262,38691
104266,38701
104226,38694
104211,38688
104273,38721
104290,38732
104235,38714
104197,38692
104140,38680
104134,38663
104189,38694
104156,38689
104064,38651
104075,38650
104088,38653
104091,38643
104108,38657
104094,38656
104120,38663
104126,38668
104137,38670
104107,38663
104141,38670
104164,38667
104145,38658
104121,38658
104091,38640
104091,38649
104129,38674
104152,38685
104103,38670
104046,38646
104067,38655
104142,38683
104171,38696
104124,38677
104122,38673
104165,38695
104137,38684
104146,38674
104184,38695
104164,38675
104148,38653
104163,38654
104133,38646
104155,38646
104187,38670
104176,38664
104143,38653
104223,38674
104182,38687
103840,38589
103500,38461
103063,38388
102937,38413
102393,38160
102356,38056
102138,37896
101751,37737
101426,37680
100942,37453
100868,37312
101026,37307
101307,37477
101458,37546
101885,37693
102035,37770
102030,37745
101899,37602
101456,37352
101059,37150
100542,36923
100246,36791
100205,36803
100568,37034
101600,37661
102672,38235
103447,38621
104086,39029
104098,39084
104445,39144
104543,39101
104122,38910
104813,39104
104961,39117
105766,39431
106004,39432
105705,39241
106132,39325
105929,39126
106270,39166
106528,39184
105915,38867
105641,38685
104971,38406
104798,38301
104555,38203
104708,38278
104598,38285
104386,38306
104157,38315
103355,38060
103340,38073
103424,38090
103927,38406
104403,38667
104636,38835
104363,38736
104139,38664
103406,38235
102603,37932
101679,37521
101067,37258
100517,37047
100170,36909
99971,36831
99792,36721
99734,36673
99556,36607
99350,36558
99129,36486
98847,36351
98780,36325
98927,36419
99418,36668
100237,37078
101502,37687
103007,38385
104217,38929
104826,39145
105389,39425
105399,39495
105052,39192
105699,39457
105303,39267
104411,38729
104965,38815
104873,38723
104136,38378
103797,38140
103393,37885
103431,37864
103524,37869
103476,37821
103326,37770
103326,37787
103451,37912
103317,38016
103105,38011
102549,37752
102619,37842
102337,37781
101950,37797
102115,37946
102373,38108
102414,38072
102561,38136
102103,37959
101652,37730
101220,37497
100927,37403
100578,37189
100464,37158
100510,37137
100453,37102
100579,37210
100560,37191
100562,37179
100604,37221
100612,37218
100655,37264
100580,37218
100637,37251
100816,37349
100882,37373
100946,37401
101155,37504
101276,37576
101318,37606
101297,37588
101309,37618
101306,37608
101324,37589
101282,37587
101292,37607
101318,37605
101259,37595
101271,37584
101332,37600
101260,37578
101208,37548
101214,37530
101157,37506
101162,37492
101194,37534
101175,37514
101203,37534
101195,37528
101163,37507
101188,37518
101162,37478
101123,37483
101105,37488
101138,37506
101160,37524
101135,37514
101145,37508
101118,37505
101131,37510
101087,37487
100989,37428
100998,37407
100890,37366
100851,37357
100872,37371
100835,37351
100845,37355
100852,37365
100844,37372
100857,37381
100871,37387
100867,37369
100899,37400
100879,37389
100848,37379
100861,37400
100840,37389
100837,37385
100830,37377
100834,37373
100825,37374
100833,37377
100797,37329
100743,37293
100773,37316
100786,37345
100819,37347
100844,37369
100867,37386
100845,37372
100880,37404
100892,37411
100845,37373
100819,37368
100766,37334
100742,37326
100807,37360
100784,37356
100737,37330
100772,37333
100713,37325
100714,37318
100744,37338
100719,37333
100753,37340
100781,37362
100756,37348
100784,37354
100782,37356
100758,37343
100735,37324
100732,37325
100715,37310
100731,37320
100779,37339
100779,37339
100791,37348
100802,37345
100861,37387
100883,37391
100903,37396
100901,37404
100874,37379
100908,37397
100888,37393
100861,37373
100842,37359
100822,37358
100801,37329
100817,37344
100828,37360
100830,37349
100840,37358
100839,37349
100824,37344
100843,37354
100850,37366
100847,37365
100843,37360
100847,37357
100835,37350
100825,37343
100797,37333
100747,37297
100703,37281
100703,37278
100710,37290
100714,37295
100689,37284
100624,37255
100684,37288
100667,37285
100681,37283
100698,37302
100706,37305
100717,37322
100749,37329
100749,37327
100728,37327
100740,37329
100723,37310
100739,37332
100735,37321
100781,37346
100814,37364
100836,37369
100849,37378
100826,37366
100871,37382
100868,37392
100835,37366
100842,37369
100855,37371
100838,37365
100785,37341
100731,37310
100709,37292
100756,37318
100758,37328
100765,37326
100799,37339
100790,37337
100782,37320
100759,37324
100800,37355
100765,37344
100746,37346
100775,37353
100796,37365
100784,37357
100818,37389
100744,37343
100686,37315
100627,37295
100591,37264
100648,37290
100659,37301
100712,37327
100726,37340
100706,37335
100754,37362
100798,37366
100799,37371
100846,37402
100863,37401
100846,37387
100847,37388
100814,37362
100790,37354
100909,37434
100931,37442
100951,37440
100911,37419
100824,37378
100817,37380
100774,37369
100774,37371
100778,37376
100795,37388
100781,37381
100773,37380
100790,37376
100783,37376
100742,37359
100731,37341
100696,37311
100673,37308
100643,37303
100674,37311
100693,37319
100649,37305
100666,37303
100670,37317
100664,37297
100687,37323
100696,37316
100707,37331
100701,37328
100685,37309
100690,37316
100658,37294
100616,37266
100629,37277
100606,37261
100564,37243
100587,37281
100567,37264
100549,37245
100563,37259
100570,37264
100565,37250
100571,37248
100613,37273
100607,37271
100626,37277
100617,37270
100594,37264
100539,37234
100551,37239
100512,37218
100503,37204
100528,37228
100504,37204
100482,37192
100522,37216
100511,37211
100486,37193
100546,37221
100570,37241
100575,37221
100583,37233
100517,37196
100515,37195
100515,37189
100458,37162
100487,37174
100508,37194
100529,37199
100557,37210
100558,37223
100520,37185
100484,37180
100512,37196
100516,37191
100512,37198
100503,37185
100562,37207
100598,37245
100568,37229
100562,37220
100550,37221
100517,37197
100522,37222
100546,37225
100567,37222
100561,37235
100553,37227
