146692,14689
146544,14669
146523,14662
146439,14655
146472,14666
146413,14657
146472,14662
146423,14654
146423,14658
146505,14674
146532,14680
146576,14692
146599,14696
146696,14711
146755,14722
146854,14740
146927,14751
146757,14717
146612,14687
146519,14671
146366,14648
146358,14650
146441,14666
146477,14670
146537,14679
146423,14662
146386,14659
146445,14674
146422,14666
146438,14676
146496,14684
146559,14694
146584,14704
146638,14711
146639,14710
146578,14696
146434,14670
146319,14652
146201,14635
146192,14634
146203,14639
146198,14638
146199,14640
146162,14639
146176,14639
146271,14654
146266,14658
146345,14672
146371,14679
146481,14698
146555,14710
146597,14717
146640,14724
146560,14704
146498,14687
146349,14665
146280,14655
146316,14663
146337,14668
146384,14678
146342,14674
146409,14682
146440,14692
146453,14694
146466,14697
146589,14722
146591,14721
146736,14744
146802,14755
146836,14765
146685,14731
146678,14724
146624,14718
146556,14707
146456,14695
146352,14688
146423,14699
146520,14711
146639,14730
146691,14743
146769,14755
146873,14777
146967,14788
147143,14825
147277,14845
147333,14852
147284,14836
147210,14821
147118,14802
146989,14780
146945,14770
147011,14789
147057,14793
147090,14798
147150,14808
147023,14786
147035,14796
147022,14791
147061,14800
147110,14810
147138,14812
147351,14843
147421,14857
147300,14835
147210,14813
147146,14796
146899,14753
146730,14729
146753,14734
146715,14727
146683,14719
146689,14719
146700,14722
146695,14729
146698,14729
146707,14731
146745,14741
146765,14745
146770,14747
146745,14743
146653,14721
146594,14706
146355,14661
146321,14653
146158,14625
146156,14628
146161,14631
146092,14618
146059,14612
146087,14617
146173,14637
146200,14645
146187,14639
146229,14645
146356,14668
146422,14676
146410,14678
146376,14665
146338,14644
146194,14619
146103,14601
145964,14583
145925,14580
145894,14578
145909,14581
145844,14564
145876,14574
145871,14573
145947,14584
145903,14581
145999,14599
146043,14606
146108,14614
146177,14627
146092,14609
145949,14578
145820,14554
145776,14542
145754,14543
145719,14539
145712,14542
145738,14539
145727,14542
145787,14548
145767,14548
145783,14554
145962,14583
145950,14581
145975,14586
146033,14594
145976,14582
145841,14555
145767,14535
145737,14527
145674,14523
145719,14531
145746,14537
145697,14532
145686,14527
145734,14533
145865,14557
145913,14569
145995,14581
146094,14603
146106,14608
146231,14628
146204,14625
146059,14593
145832,14550
145730,14527
145670,14519
145601,14509
145763,14537
145685,14527
145611,14511
145571,14507
145533,14502
145632,14515
145652,14520
145643,14521
145639,14521
145748,14538
145780,14544
145772,14540
145719,14524
145509,14483
145311,14452
145181,14432
145145,14428
145128,14428
145059,14416
145092,14425
145067,14420
145067,14420
145099,14430
145142,14437
145238,14457
145395,14481
145419,14486
145444,14489
145501,14499
145472,14490
145299,14455
145071,14413
144980,14399
144824,14375
144851,14385
144803,14375
144825,14383
144903,14394
144978,14412
144946,14406
145013,14423
144981,14421
145026,14424
145098,14441
145103,14444
145185,14459
145321,14480
145301,14471
145177,14444
144990,14415
144863,14391
144819,14386
144761,14382
144748,14379
144702,14377
144664,14372
144568,14358
144579,14359
144664,14377
144647,14379
144686,14384
144821,14407
144907,14425
144930,14422
144956,14430
144879,14417
144641,14371
144489,14342
144417,14327
144351,14325
144384,14332
144402,14333
144390,14334
144423,14341
144449,14346
144417,14345
144439,14348
144455,14352
144559,14365
144611,14379
144664,14384
144692,14395
144661,14378
144524,14355
144361,14325
144390,14331
144357,14330
144433,14342
144433,14346
144431,14351
144491,14363
144525,14367
144532,14368
144644,14389
144831,14418
144824,14420
144946,14445
145001,14453
145053,14458
144981,14438
144836,14411
144687,14384
144642,14372
144632,14374
144625,14372
144682,14383
144680,14385
144618,14376
144571,14363
144652,14379
144665,14387
144699,14392
144784,14409
144788,14406
144857,14419
144889,14424
144827,14405
144647,14367
144450,14334
144245,14299
144246,14301
144294,14312
144270,14307
144361,14323
144282,14310
144248,14314
144299,14320
144325,14322
144309,14323
144343,14333
144379,14337
144433,14347
144465,14352
144404,14340
144226,14303
144064,14273
143864,14236
143852,14236
143833,14237
143779,14228
143827,14235
143809,14233
143772,14228
143805,14234
143912,14258
143825,14240
143918,14254
143987,14265
144018,14277
144058,14281
144069,14276
143858,14236
143690,14204
143559,14182
143491,14172
143465,14169
143526,14183
143446,14173
143572,14191
143554,14188
143586,14196
143707,14211
143701,14217
143823,14238
143898,14252
143956,14262
143987,14267
143782,14224
143603,14191
143497,14174
143362,14149
143389,14162
143432,14168
143392,14163
143420,14163
143394,14157
143451,14171
143534,14187
143553,14191
143633,14210
143708,14217
143721,14217
143819,14233
143762,14220
143551,14180
143394,14148
143245,14124
143143,14107
143202,14121
143078,14115
142947,14095
143025,14104
142959,14097
143011,14102
142946,14093
143294,14142
143718,14204
143621,14193
142727,14072
142008,13957
142079,13965
143287,14141
144556,14320
143671,14175
142051,13923
141816,13887
143164,14101
143834,14195
142976,14055
142967,14049
143981,14214
144071,14232
143103,14081
143040,14077
144069,14247
144149,14262
143121,14098
143100,14098
143624,14174
143095,14083
142417,13979
142876,14052
143344,14135
142571,14020
142317,13982
143000,14086
143078,14096
142078,13946
142420,13999
143398,14156
142822,14077
142085,13960
142834,14082
143913,14244
142920,14090
141956,13935
142455,14005
143064,14094
142271,13975
141764,13901
142792,14064
143284,14137
142120,13961
141969,13939
142818,14075
143095,14117
141969,13948
141993,13956
143340,14169
143675,14209
142308,14007
142408,14024
143161,14128
142774,14065
141348,13840
141652,13902
142844,14089
142560,14043
141307,13854
141666,13918
142811,14092
142753,14079
141359,13866
141930,13966
143154,14156
142934,14123
141712,13934
142231,14020
143230,14174
142576,14073
140985,13827
141714,13937
142939,14129
142378,14044
141153,13851
141861,13946
142601,14059
141505,13906
140351,13741
141495,13919
142748,14122
142006,14011
140773,13830
141659,13966
142934,14163
142316,14063
140975,13862
141628,13974
142781,14150
142541,14105
141110,13893
141487,13960
142700,14149
142526,14115
141592,13974
